merchant_id,merchant_name,mcc,mcc_description,city,state,onboarding_date,merchant_age_days,risk_tier,avg_ticket_size,settlement_cycle,channel,is_active
MERCH001385,Bharat Mart,5814,Fast Food Restaurants,Lucknow,UP,2022-11-21,1379,LOW,338.3,T+1,QR_INSTORE,Y
MERCH001386,Urban Enterprises,5411,Grocery Stores / Supermarkets,Kolkata,WB,2021-03-25,1985,HIGH,929.54,T+1,QR_INSTORE,N
MERCH001387,Urban Solutions,5814,Fast Food Restaurants,Pune,MH,2023-05-11,1208,LOW,378.25,T+1,ONLINE_CHECKOUT,Y
MERCH001388,Rohan Solutions,5651,Family Clothing Stores,Hyderabad,TG,2021-03-23,1987,MEDIUM,2312.16,T+1,QR_INSTORE,Y
MERCH001389,Prime Supply,5814,Fast Food Restaurants,Mumbai,MH,2023-07-27,1131,LOW,322.79,T+1,QR_INSTORE,Y
MERCH001390,Shree Services,5732,Electronics Stores,Kolkata,WB,2025-03-15,534,MEDIUM,8624.82,T+1,QR_INSTORE,Y
MERCH001391,Nova Supply,5814,Fast Food Restaurants,Lucknow,UP,2025-01-13,595,LOW,270.79,T+1,ONLINE_CHECKOUT,Y
MERCH001392,Bharat Mart,5411,Grocery Stores / Supermarkets,Panaji,GA,2026-04-17,136,LOW,1190.47,T+1,QR_INSTORE,Y
MERCH001393,Krishna Mart,5999,Miscellaneous Retail,Hyderabad,TG,2021-11-20,1745,MEDIUM,638.41,T+0,QR_INSTORE,Y
MERCH001394,Vertex Stores,5912,Drug Stores / Pharmacies,Chandigarh,CH,2024-02-29,914,LOW,718.36,T+2,ONLINE_CHECKOUT,Y
MERCH001395,Kalpana Ventures,5732,Electronics Stores,Guwahati,AS,2024-02-15,928,MEDIUM,11057.3,T+2,ONLINE_CHECKOUT,Y
MERCH001396,Anand Mart,5814,Fast Food Restaurants,Kolkata,WB,2026-01-25,218,LOW,162.09,T+0,ONLINE_CHECKOUT,N
MERCH001397,Krishna Solutions,5411,Grocery Stores / Supermarkets,Guwahati,AS,2025-03-20,529,LOW,553.92,T+1,QR_INSTORE,Y
MERCH001398,Bharat Mart,5732,Electronics Stores,Kolkata,WB,2022-09-13,1448,MEDIUM,7736.05,T+1,QR_INSTORE,Y
MERCH001399,Krishna Mart,7011,Hotels / Lodging,Chennai,TN,2022-12-23,1347,MEDIUM,5660.69,T+1,QR_INSTORE,Y
MERCH001400,Anand & Co,5541,Service Stations (Fuel),Kochi,KL,2026-04-20,133,LOW,854.11,T+1,ONLINE_CHECKOUT,Y
MERCH001401,Shree Enterprises,4121,Taxicabs / Ride Hailing,Jaipur,RJ,2022-06-17,1536,LOW,356.53,T+2,QR_INSTORE,Y
MERCH001402,Prime Services,5541,Service Stations (Fuel),Pune,MH,2025-05-01,487,LOW,2043.28,T+1,QR_INSTORE,Y
MERCH001403,Urban Stores,6051,Quasi-Cash / Wallet Load,Kochi,KL,2024-02-17,926,HIGH,6285.55,T+2,QR_INSTORE,Y
MERCH001404,Shree Traders,4900,Utilities - Electric/Gas/Water,Panaji,GA,2024-04-25,858,LOW,2103.28,T+1,ONLINE_CHECKOUT,Y
MERCH001405,Sagar Hub,5651,Family Clothing Stores,Mumbai,MH,2021-01-05,2064,MEDIUM,1379.97,T+1,ONLINE_CHECKOUT,Y
MERCH001406,Vertex Services,5814,Fast Food Restaurants,Guwahati,AS,2024-05-25,828,LOW,337.7,T+1,POS_CARD,Y
MERCH001407,Anand Supply,5912,Drug Stores / Pharmacies,Delhi,DL,2022-09-03,1458,LOW,629.87,T+1,QR_INSTORE,Y
MERCH001408,Aster Ventures,5541,Service Stations (Fuel),Chandigarh,CH,2026-02-07,205,LOW,1912.46,T+1,ONLINE_CHECKOUT,N
MERCH001409,Metro Hub,4900,Utilities - Electric/Gas/Water,Chandigarh,CH,2021-08-19,1838,LOW,1609.6,T+1,POS_CARD,Y
MERCH001410,Nova Ventures,5541,Service Stations (Fuel),Lucknow,UP,2025-09-13,352,LOW,2022.7,T+1,POS_CARD,Y
MERCH001411,Sagar Hub,5732,Electronics Stores,Mumbai,MH,2024-11-11,658,MEDIUM,11784.89,T+1,ONLINE_CHECKOUT,Y
MERCH001412,Urban Stores,5814,Fast Food Restaurants,Chandigarh,CH,2024-09-08,722,LOW,270.57,T+1,QR_INSTORE,Y
MERCH001413,Lakshmi Supply,5967,Direct Marketing - Inbound,Nagpur,MH,2025-10-26,309,HIGH,1474.34,T+1,QR_INSTORE,Y
MERCH001414,Vertex Mart,7011,Hotels / Lodging,Delhi,DL,2022-01-17,1687,MEDIUM,5265.81,T+1,ONLINE_CHECKOUT,Y
MERCH001415,Shree & Co,5814,Fast Food Restaurants,Nagpur,MH,2022-02-01,1672,LOW,294.14,T+1,POS_CARD,Y
MERCH001416,Metro Mart,4900,Utilities - Electric/Gas/Water,Ahmedabad,GJ,2025-01-22,586,LOW,1701.14,T+2,ONLINE_CHECKOUT,Y
MERCH001417,Sagar Enterprises,4900,Utilities - Electric/Gas/Water,Chandigarh,CH,2021-10-08,1788,LOW,1921.33,T+1,QR_INSTORE,Y
MERCH001418,Urban Enterprises,4121,Taxicabs / Ride Hailing,Kolkata,WB,2021-09-24,1802,LOW,345.41,T+1,QR_INSTORE,Y
MERCH001419,Sagar Supply,5912,Drug Stores / Pharmacies,Jaipur,RJ,2025-07-22,405,LOW,506.85,T+1,POS_CARD,Y
MERCH001420,Prime Enterprises,5411,Grocery Stores / Supermarkets,Mumbai,MH,2022-03-10,1635,LOW,762.35,T+1,QR_INSTORE,Y
MERCH001421,Kalpana Hub,4900,Utilities - Electric/Gas/Water,Guwahati,AS,2024-10-23,677,LOW,2692.26,T+1,QR_INSTORE,Y
MERCH001422,Urban Supply,5912,Drug Stores / Pharmacies,Chennai,TN,2025-05-10,478,LOW,502.51,T+1,POS_CARD,Y
MERCH001423,Vertex Stores,5411,Grocery Stores / Supermarkets,Nagpur,MH,2023-10-25,1041,LOW,529.21,T+1,ONLINE_CHECKOUT,Y
MERCH001424,Anand Supply,5814,Fast Food Restaurants,Mumbai,MH,2023-07-25,1133,LOW,238.17,T+1,QR_INSTORE,Y
MERCH001425,Kalpana Depot,7995,Betting / Gaming,Panaji,GA,2022-03-30,1615,HIGH,2559.05,T+1,QR_INSTORE,Y
MERCH001426,Krishna Supply,4900,Utilities - Electric/Gas/Water,Indore,MP,2021-12-21,1714,LOW,2448.05,T+2,QR_INSTORE,Y
MERCH001427,Anand Solutions,5912,Drug Stores / Pharmacies,Bengaluru,KA,2025-03-20,529,LOW,443.51,T+0,ONLINE_CHECKOUT,Y
MERCH001428,Lakshmi Ventures,6051,Quasi-Cash / Wallet Load,Kochi,KL,2021-02-16,2022,HIGH,5173.8,T+1,QR_INSTORE,Y
MERCH001429,Lakshmi Mart,4900,Utilities - Electric/Gas/Water,Kolkata,WB,2023-08-17,1110,LOW,2002.93,T+1,QR_INSTORE,Y
MERCH001430,Bharat Depot,5411,Grocery Stores / Supermarkets,Ahmedabad,GJ,2024-04-04,879,LOW,763.33,T+1,QR_INSTORE,Y
MERCH001431,Bharat Mart,5411,Grocery Stores / Supermarkets,Delhi,DL,2026-08-11,20,MEDIUM,651.08,T+1,QR_INSTORE,Y
MERCH001432,Shree Hub,5732,Electronics Stores,Panaji,GA,2023-04-08,1241,MEDIUM,14219.05,T+1,ONLINE_CHECKOUT,Y
MERCH001433,Prime Traders,5411,Grocery Stores / Supermarkets,Indore,MP,2025-07-11,416,LOW,668.45,T+1,ONLINE_CHECKOUT,Y
MERCH001434,Urban Mart,5651,Family Clothing Stores,Chandigarh,CH,2023-06-09,1179,MEDIUM,1679.67,T+1,POS_CARD,Y
MERCH001435,Shree Services,5814,Fast Food Restaurants,Hyderabad,TG,2025-08-17,379,LOW,233.36,T+1,QR_INSTORE,Y
MERCH001436,Shree & Co,5814,Fast Food Restaurants,Jaipur,RJ,2023-09-21,1075,LOW,180.62,T+1,QR_INSTORE,Y
MERCH001437,Bharat Depot,5814,Fast Food Restaurants,Hyderabad,TG,2025-02-06,571,LOW,178.2,T+2,POS_CARD,Y
MERCH001438,Kalpana Supply,4722,Travel Agencies,Panaji,GA,2021-12-14,1721,HIGH,16194.53,T+1,QR_INSTORE,Y
MERCH001439,Urban Ventures,5411,Grocery Stores / Supermarkets,Kolkata,WB,2023-04-26,1223,LOW,849.81,T+1,QR_INSTORE,Y
MERCH001440,Urban Supply,5814,Fast Food Restaurants,Bengaluru,KA,2022-05-18,1566,LOW,172.45,T+1,POS_CARD,Y
MERCH001441,Anand Enterprises,7011,Hotels / Lodging,Bengaluru,KA,2020-10-27,2134,MEDIUM,9291.53,T+1,QR_INSTORE,N
MERCH001442,Metro Hub,5732,Electronics Stores,Guwahati,AS,2025-08-10,386,MEDIUM,13859.22,T+1,POS_CARD,Y
MERCH001443,Kalpana & Co,5541,Service Stations (Fuel),Chennai,TN,2025-01-09,599,HIGH,1319.4,T+0,POS_CARD,Y
MERCH001444,Krishna Ventures,5814,Fast Food Restaurants,Guwahati,AS,2021-02-23,2015,LOW,262.55,T+1,QR_INSTORE,Y
MERCH001445,Prime Enterprises,5411,Grocery Stores / Supermarkets,Indore,MP,2022-03-29,1616,LOW,822.77,T+1,ONLINE_CHECKOUT,Y
MERCH001446,Sagar Enterprises,5814,Fast Food Restaurants,Hyderabad,TG,2023-09-20,1076,LOW,293.33,T+1,QR_INSTORE,Y
MERCH001447,Krishna Supply,5814,Fast Food Restaurants,Pune,MH,2025-11-14,290,LOW,370.94,T+0,ONLINE_CHECKOUT,Y
MERCH001448,Aster Mart,6051,Quasi-Cash / Wallet Load,Hyderabad,TG,2023-02-09,1299,HIGH,4851.87,T+1,ONLINE_CHECKOUT,Y
MERCH001449,Lakshmi Hub,5411,Grocery Stores / Supermarkets,Ahmedabad,GJ,2025-09-29,336,LOW,568.52,T+1,ONLINE_CHECKOUT,Y
MERCH001450,Rohan Enterprises,4121,Taxicabs / Ride Hailing,Jaipur,RJ,2020-10-28,2133,LOW,246.89,T+1,QR_INSTORE,Y
MERCH001451,Sagar Retail,5732,Electronics Stores,Chennai,TN,2025-05-06,482,MEDIUM,8057.78,T+1,QR_INSTORE,Y
MERCH001452,Krishna Retail,4900,Utilities - Electric/Gas/Water,Ahmedabad,GJ,2024-11-22,647,LOW,1164.04,T+1,ONLINE_CHECKOUT,Y
MERCH001453,Kalpana Stores,5999,Miscellaneous Retail,Lucknow,UP,2021-05-31,1918,MEDIUM,1334.96,T+2,ONLINE_CHECKOUT,Y
MERCH001454,Sagar Hub,7011,Hotels / Lodging,Guwahati,AS,2026-06-28,64,HIGH,8412.31,T+1,ONLINE_CHECKOUT,Y
MERCH001455,Krishna Depot,5651,Family Clothing Stores,Kochi,KL,2024-11-15,654,MEDIUM,1145.79,T+2,POS_CARD,Y
MERCH001456,Sagar & Co,5814,Fast Food Restaurants,Pune,MH,2025-06-03,454,LOW,157.0,T+1,ONLINE_CHECKOUT,Y
MERCH001457,Sagar Mart,5912,Drug Stores / Pharmacies,Ahmedabad,GJ,2021-11-02,1763,HIGH,688.25,T+1,ONLINE_CHECKOUT,Y
MERCH001458,Aster Ventures,5411,Grocery Stores / Supermarkets,Kochi,KL,2023-05-13,1206,LOW,654.38,T+1,ONLINE_CHECKOUT,Y
MERCH001459,Aster Solutions,5814,Fast Food Restaurants,Panaji,GA,2026-07-19,43,MEDIUM,194.31,T+2,QR_INSTORE,Y
MERCH001460,Vertex Hub,5814,Fast Food Restaurants,Kolkata,WB,2023-12-13,992,LOW,375.96,T+1,ONLINE_CHECKOUT,Y
MERCH001461,Nova Ventures,5541,Service Stations (Fuel),Chandigarh,CH,2024-11-10,659,LOW,1615.87,T+1,QR_INSTORE,Y
MERCH001462,Anand Supply,5651,Family Clothing Stores,Nagpur,MH,2024-09-25,705,LOW,2120.45,T+1,QR_INSTORE,Y
MERCH001463,Aster Mart,5814,Fast Food Restaurants,Kolkata,WB,2026-02-18,194,LOW,388.92,T+2,ONLINE_CHECKOUT,Y
MERCH001464,Anand Depot,5999,Miscellaneous Retail,Nagpur,MH,2024-03-08,906,MEDIUM,742.48,T+2,ONLINE_CHECKOUT,Y
MERCH001465,Bharat Traders,5814,Fast Food Restaurants,Chennai,TN,2021-09-25,1801,LOW,387.36,T+1,POS_CARD,Y
MERCH001466,Bharat Enterprises,4900,Utilities - Electric/Gas/Water,Lucknow,UP,2022-01-22,1682,LOW,1956.15,T+0,QR_INSTORE,Y
MERCH001467,Nova Traders,4722,Travel Agencies,Ahmedabad,GJ,2026-01-09,234,HIGH,28708.29,T+2,QR_INSTORE,Y
MERCH001468,Prime Hub,5411,Grocery Stores / Supermarkets,Guwahati,AS,2023-06-23,1165,LOW,1224.95,T+1,QR_INSTORE,Y
MERCH001469,Bharat Solutions,5814,Fast Food Restaurants,Indore,MP,2022-07-13,1510,LOW,232.59,T+1,QR_INSTORE,Y
MERCH001470,Metro & Co,4900,Utilities - Electric/Gas/Water,Pune,MH,2024-05-22,831,LOW,2748.56,T+1,ONLINE_CHECKOUT,Y
MERCH001471,Aster Retail,5411,Grocery Stores / Supermarkets,Chandigarh,CH,2023-02-14,1294,LOW,819.94,T+1,ONLINE_CHECKOUT,Y
MERCH001472,Kalpana Enterprises,5541,Service Stations (Fuel),Pune,MH,2023-12-20,985,LOW,1534.1,T+1,POS_CARD,Y
MERCH001473,Sagar Enterprises,4900,Utilities - Electric/Gas/Water,Jaipur,RJ,2026-03-21,163,LOW,2389.11,T+0,QR_INSTORE,Y
MERCH001474,Urban Ventures,4900,Utilities - Electric/Gas/Water,Jaipur,RJ,2024-11-18,651,LOW,1365.85,T+2,ONLINE_CHECKOUT,Y
MERCH001475,Nova Stores,5814,Fast Food Restaurants,Pune,MH,2020-11-23,2107,LOW,156.87,T+2,ONLINE_CHECKOUT,Y
MERCH001476,Kalpana Services,7011,Hotels / Lodging,Bengaluru,KA,2023-07-20,1138,MEDIUM,8135.22,T+1,ONLINE_CHECKOUT,Y
MERCH001477,Lakshmi Depot,6051,Quasi-Cash / Wallet Load,Guwahati,AS,2025-05-28,460,HIGH,6509.91,T+1,QR_INSTORE,Y
MERCH001478,Prime Ventures,4900,Utilities - Electric/Gas/Water,Indore,MP,2024-11-12,657,LOW,1775.66,T+2,POS_CARD,Y
MERCH001479,Bharat Retail,5651,Family Clothing Stores,Jaipur,RJ,2020-09-21,2170,MEDIUM,1965.04,T+1,POS_CARD,Y
MERCH001480,Anand Hub,5541,Service Stations (Fuel),Pune,MH,2022-05-27,1557,LOW,951.89,T+1,POS_CARD,Y
MERCH001481,Prime & Co,5411,Grocery Stores / Supermarkets,Pune,MH,2022-09-27,1434,HIGH,573.05,T+1,QR_INSTORE,Y
MERCH001482,Aster Retail,5814,Fast Food Restaurants,Hyderabad,TG,2023-09-25,1071,LOW,351.11,T+1,POS_CARD,Y
MERCH001483,Sagar & Co,5732,Electronics Stores,Ahmedabad,GJ,2021-12-26,1709,MEDIUM,17246.76,T+1,POS_CARD,Y
MERCH001484,Urban Mart,4900,Utilities - Electric/Gas/Water,Bengaluru,KA,2023-05-29,1190,LOW,2429.85,T+0,ONLINE_CHECKOUT,Y
MERCH001485,Anand Hub,5814,Fast Food Restaurants,Ahmedabad,GJ,2022-03-04,1641,HIGH,295.07,T+1,QR_INSTORE,Y
MERCH001486,Sagar Enterprises,5814,Fast Food Restaurants,Ahmedabad,GJ,2025-11-13,291,LOW,256.77,T+1,QR_INSTORE,Y
MERCH001487,Shree & Co,5912,Drug Stores / Pharmacies,Kochi,KL,2024-01-11,963,LOW,659.09,T+2,QR_INSTORE,Y
MERCH001488,Rohan Retail,5411,Grocery Stores / Supermarkets,Jaipur,RJ,2021-01-18,2051,HIGH,864.11,T+2,POS_CARD,Y
MERCH001489,Urban Mart,5411,Grocery Stores / Supermarkets,Guwahati,AS,2023-08-22,1105,LOW,1245.04,T+1,ONLINE_CHECKOUT,Y
MERCH001490,Zenith Enterprises,5814,Fast Food Restaurants,Guwahati,AS,2024-03-07,907,LOW,350.03,T+1,ONLINE_CHECKOUT,Y
MERCH001491,Metro Stores,5732,Electronics Stores,Ahmedabad,GJ,2021-10-31,1765,MEDIUM,16413.79,T+1,POS_CARD,Y
MERCH001492,Nova Services,7995,Betting / Gaming,Delhi,DL,2023-02-02,1306,HIGH,2823.59,T+1,ONLINE_CHECKOUT,Y
MERCH001493,Urban Hub,5732,Electronics Stores,Indore,MP,2026-07-20,42,HIGH,17469.11,T+1,ONLINE_CHECKOUT,Y
MERCH001494,Krishna & Co,4121,Taxicabs / Ride Hailing,Bengaluru,KA,2025-08-24,372,LOW,239.52,T+0,POS_CARD,Y
MERCH001495,Lakshmi Enterprises,5814,Fast Food Restaurants,Hyderabad,TG,2024-05-31,822,LOW,318.95,T+1,ONLINE_CHECKOUT,Y
MERCH001496,Rohan Hub,5912,Drug Stores / Pharmacies,Hyderabad,TG,2024-06-20,802,LOW,394.05,T+1,QR_INSTORE,Y
MERCH001497,Krishna Traders,5732,Electronics Stores,Ahmedabad,GJ,2026-07-08,54,HIGH,9544.73,T+1,QR_INSTORE,Y
MERCH001498,Prime & Co,5999,Miscellaneous Retail,Indore,MP,2025-02-02,575,MEDIUM,900.81,T+1,POS_CARD,Y
MERCH001499,Lakshmi Enterprises,4900,Utilities - Electric/Gas/Water,Ahmedabad,GJ,2021-08-15,1842,LOW,1492.8,T+1,POS_CARD,Y
MERCH001500,Aster Enterprises,7011,Hotels / Lodging,Chennai,TN,2020-10-19,2142,MEDIUM,6842.71,T+1,QR_INSTORE,Y
MERCH001501,Krishna Traders,5814,Fast Food Restaurants,Guwahati,AS,2025-02-05,572,LOW,368.94,T+1,ONLINE_CHECKOUT,Y
MERCH001502,Anand Ventures,7011,Hotels / Lodging,Nagpur,MH,2023-08-16,1111,MEDIUM,6923.0,T+1,QR_INSTORE,Y
MERCH001503,Nova Stores,6051,Quasi-Cash / Wallet Load,Ahmedabad,GJ,2021-12-26,1709,HIGH,4999.04,T+2,QR_INSTORE,Y
MERCH001504,Sagar & Co,4900,Utilities - Electric/Gas/Water,Indore,MP,2023-04-25,1224,LOW,2610.73,T+1,ONLINE_CHECKOUT,Y
MERCH001505,Shree Solutions,5541,Service Stations (Fuel),Chennai,TN,2024-05-13,840,LOW,1753.9,T+1,ONLINE_CHECKOUT,Y
MERCH001506,Rohan Hub,5912,Drug Stores / Pharmacies,Indore,MP,2026-01-06,237,LOW,361.02,T+0,ONLINE_CHECKOUT,Y
MERCH001507,Vertex Hub,5411,Grocery Stores / Supermarkets,Bengaluru,KA,2023-06-10,1178,LOW,795.76,T+2,QR_INSTORE,Y
MERCH001508,Nimbus Enterprises,5411,Grocery Stores / Supermarkets,Indore,MP,2026-05-03,120,LOW,833.86,T+2,QR_INSTORE,Y
MERCH001509,Rohan Services,4900,Utilities - Electric/Gas/Water,Pune,MH,2024-05-28,825,LOW,1906.94,T+1,ONLINE_CHECKOUT,Y
MERCH001510,Lakshmi Mart,5411,Grocery Stores / Supermarkets,Ahmedabad,GJ,2021-04-23,1956,LOW,736.02,T+1,QR_INSTORE,Y
MERCH001511,Nova Mart,5732,Electronics Stores,Guwahati,AS,2022-10-26,1405,MEDIUM,8043.39,T+1,QR_INSTORE,Y
MERCH001512,Nova Mart,4121,Taxicabs / Ride Hailing,Lucknow,UP,2023-12-20,985,LOW,209.71,T+1,QR_INSTORE,Y
MERCH001513,Rohan Supply,5411,Grocery Stores / Supermarkets,Chennai,TN,2025-06-29,428,LOW,699.54,T+1,ONLINE_CHECKOUT,Y
MERCH001514,Aster & Co,4900,Utilities - Electric/Gas/Water,Delhi,DL,2023-09-03,1093,LOW,1162.72,T+2,QR_INSTORE,Y
MERCH001515,Urban Supply,4900,Utilities - Electric/Gas/Water,Mumbai,MH,2021-06-08,1910,LOW,2423.5,T+1,ONLINE_CHECKOUT,Y
MERCH001516,Vertex & Co,5411,Grocery Stores / Supermarkets,Chandigarh,CH,2025-03-17,532,LOW,1036.23,T+0,ONLINE_CHECKOUT,Y
MERCH001517,Shree Services,5651,Family Clothing Stores,Nagpur,MH,2025-01-29,579,MEDIUM,2346.17,T+2,QR_INSTORE,Y
MERCH001518,Sagar Supply,5732,Electronics Stores,Chandigarh,CH,2025-05-27,461,MEDIUM,8789.68,T+0,QR_INSTORE,Y
MERCH001519,Lakshmi Enterprises,5651,Family Clothing Stores,Guwahati,AS,2023-03-04,1276,MEDIUM,2095.94,T+1,QR_INSTORE,Y
MERCH001520,Prime Mart,5999,Miscellaneous Retail,Pune,MH,2023-08-19,1108,MEDIUM,898.87,T+0,QR_INSTORE,Y
MERCH001521,Krishna Traders,4900,Utilities - Electric/Gas/Water,Lucknow,UP,2026-07-13,49,MEDIUM,2634.88,T+1,ONLINE_CHECKOUT,Y
MERCH001522,Lakshmi Ventures,5999,Miscellaneous Retail,Hyderabad,TG,2025-08-07,389,MEDIUM,923.01,T+1,QR_INSTORE,Y
MERCH001523,Urban Ventures,5541,Service Stations (Fuel),Bengaluru,KA,2020-12-03,2097,LOW,1819.22,T+1,QR_INSTORE,Y
MERCH001524,Krishna Solutions,7995,Betting / Gaming,Mumbai,MH,2025-08-31,365,HIGH,2598.47,T+2,ONLINE_CHECKOUT,Y
MERCH001525,Kalpana Retail,4121,Taxicabs / Ride Hailing,Nagpur,MH,2024-04-08,875,LOW,284.43,T+1,QR_INSTORE,Y
MERCH001526,Anand Traders,4900,Utilities - Electric/Gas/Water,Hyderabad,TG,2024-08-24,737,LOW,1174.59,T+1,POS_CARD,Y
MERCH001527,Lakshmi & Co,4900,Utilities - Electric/Gas/Water,Bengaluru,KA,2021-03-03,2007,LOW,1830.39,T+1,POS_CARD,Y
MERCH001528,Zenith Ventures,4121,Taxicabs / Ride Hailing,Mumbai,MH,2023-08-26,1101,LOW,350.47,T+1,QR_INSTORE,Y
MERCH001529,Urban Solutions,5541,Service Stations (Fuel),Kochi,KL,2022-04-14,1600,LOW,1306.91,T+1,ONLINE_CHECKOUT,Y
MERCH001530,Sagar Retail,4900,Utilities - Electric/Gas/Water,Guwahati,AS,2023-05-14,1205,LOW,2318.9,T+1,ONLINE_CHECKOUT,Y
MERCH001531,Shree Hub,5411,Grocery Stores / Supermarkets,Panaji,GA,2022-03-29,1616,LOW,770.57,T+1,QR_INSTORE,Y
MERCH001532,Rohan Stores,7011,Hotels / Lodging,Ahmedabad,GJ,2025-11-10,294,MEDIUM,9023.87,T+1,ONLINE_CHECKOUT,Y
MERCH001533,Lakshmi Ventures,5912,Drug Stores / Pharmacies,Mumbai,MH,2021-11-17,1748,LOW,645.01,T+2,QR_INSTORE,Y
MERCH001534,Zenith Hub,5651,Family Clothing Stores,Bengaluru,KA,2022-10-29,1402,MEDIUM,1414.29,T+1,ONLINE_CHECKOUT,N
MERCH001535,Shree Stores,5814,Fast Food Restaurants,Nagpur,MH,2023-05-23,1196,LOW,176.41,T+1,ONLINE_CHECKOUT,Y
MERCH001536,Metro Supply,4900,Utilities - Electric/Gas/Water,Chandigarh,CH,2025-12-12,262,LOW,2791.12,T+1,QR_INSTORE,Y
MERCH001537,Sagar Mart,5814,Fast Food Restaurants,Hyderabad,TG,2024-01-07,967,LOW,158.75,T+1,POS_CARD,Y
MERCH001538,Anand Ventures,5651,Family Clothing Stores,Kochi,KL,2023-02-27,1281,MEDIUM,2648.25,T+1,QR_INSTORE,Y
MERCH001539,Vertex Services,4900,Utilities - Electric/Gas/Water,Kolkata,WB,2024-08-16,745,LOW,2047.7,T+2,ONLINE_CHECKOUT,Y
MERCH001540,Urban & Co,5814,Fast Food Restaurants,Indore,MP,2021-07-22,1866,LOW,327.75,T+1,ONLINE_CHECKOUT,Y
MERCH001541,Aster Stores,5814,Fast Food Restaurants,Indore,MP,2021-05-19,1930,MEDIUM,264.1,T+1,ONLINE_CHECKOUT,Y
MERCH001542,Shree Supply,5732,Electronics Stores,Kochi,KL,2025-03-07,542,MEDIUM,10243.05,T+2,QR_INSTORE,Y
MERCH001543,Metro Hub,5999,Miscellaneous Retail,Jaipur,RJ,2020-10-02,2159,MEDIUM,1056.91,T+1,ONLINE_CHECKOUT,N
MERCH001544,Urban Enterprises,4121,Taxicabs / Ride Hailing,Hyderabad,TG,2020-09-02,2189,LOW,267.64,T+0,POS_CARD,Y
MERCH001545,Rohan Stores,5411,Grocery Stores / Supermarkets,Kolkata,WB,2024-11-10,659,LOW,721.4,T+1,QR_INSTORE,Y
MERCH001546,Nova Stores,5541,Service Stations (Fuel),Hyderabad,TG,2025-03-29,520,LOW,1490.61,T+2,QR_INSTORE,Y
MERCH001547,Rohan Mart,5541,Service Stations (Fuel),Kochi,KL,2022-08-26,1466,LOW,976.11,T+2,ONLINE_CHECKOUT,Y
MERCH001548,Anand Hub,5814,Fast Food Restaurants,Jaipur,RJ,2022-05-21,1563,LOW,314.19,T+2,ONLINE_CHECKOUT,Y
MERCH001549,Nova Retail,5651,Family Clothing Stores,Lucknow,UP,2022-06-01,1552,MEDIUM,1739.35,T+1,POS_CARD,Y
MERCH001550,Urban Supply,5967,Direct Marketing - Inbound,Panaji,GA,2021-08-07,1850,HIGH,1003.44,T+1,QR_INSTORE,Y
MERCH001551,Sagar Services,7011,Hotels / Lodging,Guwahati,AS,2022-10-23,1408,MEDIUM,6247.48,T+2,QR_INSTORE,Y
MERCH001552,Urban Stores,5814,Fast Food Restaurants,Kochi,KL,2025-08-27,369,LOW,320.18,T+1,ONLINE_CHECKOUT,Y
MERCH001553,Prime Supply,5541,Service Stations (Fuel),Bengaluru,KA,2022-07-15,1508,LOW,921.11,T+1,QR_INSTORE,N
MERCH001554,Kalpana Retail,4900,Utilities - Electric/Gas/Water,Nagpur,MH,2026-03-14,170,LOW,2551.3,T+1,ONLINE_CHECKOUT,Y
MERCH001555,Vertex Supply,5814,Fast Food Restaurants,Ahmedabad,GJ,2025-04-16,502,LOW,375.04,T+0,QR_INSTORE,Y
MERCH001556,Nimbus Ventures,4121,Taxicabs / Ride Hailing,Hyderabad,TG,2024-09-24,706,LOW,304.8,T+1,QR_INSTORE,Y
MERCH001557,Shree Mart,4722,Travel Agencies,Ahmedabad,GJ,2024-02-16,927,HIGH,16295.27,T+1,QR_INSTORE,Y
MERCH001558,Vertex Supply,5967,Direct Marketing - Inbound,Lucknow,UP,2026-06-01,91,HIGH,1799.2,T+1,QR_INSTORE,Y
MERCH001559,Krishna Retail,5541,Service Stations (Fuel),Delhi,DL,2024-12-23,616,LOW,1290.02,T+1,QR_INSTORE,Y
MERCH001560,Rohan Services,7995,Betting / Gaming,Jaipur,RJ,2024-03-26,888,HIGH,1931.99,T+0,QR_INSTORE,Y
MERCH001561,Aster Mart,5651,Family Clothing Stores,Bengaluru,KA,2026-03-29,155,MEDIUM,1254.42,T+1,ONLINE_CHECKOUT,Y
MERCH001562,Anand Ventures,5411,Grocery Stores / Supermarkets,Chandigarh,CH,2022-01-10,1694,LOW,746.98,T+2,POS_CARD,Y
MERCH001563,Nova Depot,5411,Grocery Stores / Supermarkets,Bengaluru,KA,2026-05-01,122,LOW,1178.86,T+0,QR_INSTORE,Y
MERCH001564,Nimbus Enterprises,7011,Hotels / Lodging,Lucknow,UP,2022-02-18,1655,MEDIUM,5261.33,T+0,ONLINE_CHECKOUT,Y
MERCH001565,Nimbus Traders,7011,Hotels / Lodging,Bengaluru,KA,2022-12-07,1363,MEDIUM,5146.5,T+1,ONLINE_CHECKOUT,N
MERCH001566,Vertex Ventures,4900,Utilities - Electric/Gas/Water,Mumbai,MH,2021-02-13,2025,LOW,1394.69,T+1,QR_INSTORE,Y
MERCH001567,Rohan Retail,5541,Service Stations (Fuel),Delhi,DL,2021-01-20,2049,LOW,877.09,T+1,QR_INSTORE,Y
