customer_id,segment,home_city,home_state,home_lat,home_lon,primary_device_id,known_device_count,rolling_mean_30d,rolling_sd_30d,txn_count_30d,account_age_days,kyc_status,last_updated
CUST000918,AFFLUENT,Bengaluru,KA,12.972,77.594,DVC-33b0eac076,1,16936.05,6468.68,32,972,FULL,2026-08-31
CUST000919,SMALL_BUSINESS,Jaipur,RJ,26.912,75.787,DVC-54d88bf447,1,6452.76,3685.43,26,2793,FULL,2026-08-31
CUST000920,SALARIED_URBAN,Hyderabad,TG,17.385,78.487,DVC-e70d7ef5bc,1,2531.35,1197.72,25,931,FULL,2026-08-31
CUST000921,SALARIED_URBAN,Bengaluru,KA,12.972,77.594,DVC-12fbb06634,2,978.54,293.84,45,1805,FULL,2026-08-31
CUST000922,SALARIED_URBAN,Nagpur,MH,21.146,79.088,DVC-9fbfaf81a8,1,2276.42,709.63,22,440,FULL,2026-08-31
CUST000923,GIG_WORKER,Lucknow,UP,26.847,80.947,DVC-41a14a9e33,2,491.44,267.78,28,64,FULL,2026-08-31
CUST000924,AFFLUENT,Indore,MP,22.72,75.858,DVC-54f0c5411d,1,17275.19,6412.53,24,2262,FULL,2026-08-31
CUST000925,STUDENT,Guwahati,AS,26.145,91.736,DVC-15731cd3d0,2,430.88,245.3,53,306,FULL,2026-08-31
CUST000926,STUDENT,Lucknow,UP,26.847,80.947,DVC-0abcc7c63c,3,306.83,143.02,60,849,FULL,2026-08-31
CUST000927,SALARIED_URBAN,Panaji,GA,15.491,73.828,DVC-b6e6d1d2ce,1,916.21,364.31,18,1123,FULL,2026-08-31
CUST000928,GIG_WORKER,Hyderabad,TG,17.385,78.487,DVC-6e488e0cb5,1,541.24,333.97,30,103,FULL,2026-08-31
CUST000929,SALARIED_URBAN,Pune,MH,18.52,73.857,DVC-ee05eb6707,2,2188.17,875.64,29,1315,FULL,2026-08-31
CUST000930,SMALL_BUSINESS,Pune,MH,18.52,73.857,DVC-b9ed933b11,3,5571.05,2682.17,9,2837,FULL,2026-08-31
CUST000931,SMALL_BUSINESS,Ahmedabad,GJ,23.023,72.571,DVC-73db9d32fc,2,5926.21,3232.24,41,165,FULL,2026-08-31
CUST000932,SALARIED_URBAN,Indore,MP,22.72,75.858,DVC-7330f3c3aa,1,2287.99,730.43,47,2416,FULL,2026-08-31
CUST000933,SMALL_BUSINESS,Pune,MH,18.52,73.857,DVC-bd5285a911,1,4032.53,1662.49,36,207,FULL,2026-08-31
CUST000934,SALARIED_URBAN,Chennai,TN,13.083,80.27,DVC-bc1916b2b9,1,947.31,358.06,54,2695,FULL,2026-08-31
CUST000935,AFFLUENT,Kochi,KL,9.932,76.267,DVC-5676ff6271,3,10280.67,4354.89,30,689,FULL,2026-08-31
CUST000936,AFFLUENT,Kolkata,WB,22.573,88.364,DVC-5dcccd347c,1,15189.87,4789.64,13,70,FULL,2026-08-31
CUST000937,GIG_WORKER,Bengaluru,KA,12.972,77.594,DVC-3d9677af5b,2,876.24,604.84,16,2573,FULL,2026-08-31
CUST000938,AFFLUENT,Delhi,DL,28.614,77.209,DVC-7e9ab770d9,1,9485.14,2464.56,30,936,FULL,2026-08-31
CUST000939,AFFLUENT,Bengaluru,KA,12.972,77.594,DVC-c094e4a8be,1,5522.47,2448.86,17,574,FULL,2026-08-31
CUST000940,SALARIED_URBAN,Pune,MH,18.52,73.857,DVC-b710060bfe,2,1349.23,440.5,41,110,FULL,2026-08-31
CUST000941,SALARIED_URBAN,Panaji,GA,15.491,73.828,DVC-76ea22a9cd,1,1521.67,730.99,55,994,FULL,2026-08-31
CUST000942,SALARIED_URBAN,Panaji,GA,15.491,73.828,DVC-05f3d00a75,3,2486.5,958.44,26,1677,FULL,2026-08-31
CUST000943,SALARIED_URBAN,Pune,MH,18.52,73.857,DVC-24533a5787,3,915.24,390.36,21,1012,MIN,2026-08-31
CUST000944,AFFLUENT,Chandigarh,CH,30.734,76.779,DVC-5a93eea37d,2,7253.74,2551.21,17,1156,FULL,2026-08-31
CUST000945,STUDENT,Bengaluru,KA,12.972,77.594,DVC-8eabccfd28,2,250.12,113.38,48,460,FULL,2026-08-31
CUST000946,SALARIED_URBAN,Bengaluru,KA,12.972,77.594,DVC-5ecb159e0f,3,2253.08,1199.13,39,498,FULL,2026-08-31
CUST000947,SMALL_BUSINESS,Mumbai,MH,19.076,72.877,DVC-0e2db67124,1,5962.36,3080.03,41,1992,FULL,2026-08-31
CUST000948,SMALL_BUSINESS,Bengaluru,KA,12.972,77.594,DVC-20ed0cd03c,1,3428.84,1961.72,42,2775,FULL,2026-08-31
CUST000949,AFFLUENT,Ahmedabad,GJ,23.023,72.571,DVC-a406afae1a,2,11174.14,3292.44,46,2684,FULL,2026-08-31
CUST000950,AFFLUENT,Panaji,GA,15.491,73.828,DVC-e8cb493d50,2,13448.43,5006.79,17,871,FULL,2026-08-31
CUST000951,SMALL_BUSINESS,Bengaluru,KA,12.972,77.594,DVC-bd6d45cfac,1,2668.06,1387.51,32,907,FULL,2026-08-31
CUST000952,GIG_WORKER,Kochi,KL,9.932,76.267,DVC-5216f6cbe1,2,888.47,543.08,42,1723,FULL,2026-08-31
CUST000953,STUDENT,Lucknow,UP,26.847,80.947,DVC-a75a6e2d16,2,397.68,293.56,37,2637,FULL,2026-08-31
CUST000954,SMALL_BUSINESS,Kochi,KL,9.932,76.267,DVC-b473a06997,1,4429.5,2489.97,41,1652,FULL,2026-08-31
CUST000955,SMALL_BUSINESS,Guwahati,AS,26.145,91.736,DVC-448ac2ffee,3,2956.25,1206.59,50,2043,FULL,2026-08-31
CUST000956,SALARIED_URBAN,Chandigarh,CH,30.734,76.779,DVC-aab786896e,3,1084.29,498.82,36,424,FULL,2026-08-31
CUST000957,SMALL_BUSINESS,Guwahati,AS,26.145,91.736,DVC-1a37b70120,2,6294.92,3028.47,35,1528,FULL,2026-08-31
CUST000958,AFFLUENT,Chandigarh,CH,30.734,76.779,DVC-1764e515c3,3,11262.1,4622.65,22,2673,FULL,2026-08-31
CUST000959,SALARIED_URBAN,Bengaluru,KA,12.972,77.594,DVC-81d7541500,1,2015.68,803.2,24,2536,FULL,2026-08-31
CUST000960,STUDENT,Kolkata,WB,22.573,88.364,DVC-de7aa0a1f3,2,236.49,122.28,58,1085,FULL,2026-08-31
CUST000961,STUDENT,Nagpur,MH,21.146,79.088,DVC-ce4bcdb5a3,2,381.81,185.3,4,1009,FULL,2026-08-31
CUST000962,STUDENT,Mumbai,MH,19.076,72.877,DVC-9c5ee0796f,1,276.7,176.7,36,60,FULL,2026-08-31
CUST000963,AFFLUENT,Chandigarh,CH,30.734,76.779,DVC-ca89e2821c,3,17869.74,6213.6,17,1559,FULL,2026-08-31
CUST000964,GIG_WORKER,Delhi,DL,28.614,77.209,DVC-93682657d0,2,455.47,280.95,35,377,FULL,2026-08-31
CUST000965,SALARIED_URBAN,Mumbai,MH,19.076,72.877,DVC-0b59fe1042,3,1394.56,540.5,62,2202,FULL,2026-08-31
CUST000966,AFFLUENT,Chandigarh,CH,30.734,76.779,DVC-127ec4fc86,1,8764.95,3526.33,37,1579,FULL,2026-08-31
CUST000967,STUDENT,Kolkata,WB,22.573,88.364,DVC-f77dade756,1,364.49,264.72,40,535,FULL,2026-08-31
CUST000968,SALARIED_URBAN,Kolkata,WB,22.573,88.364,DVC-9535fb5196,2,983.76,473.9,49,2301,FULL,2026-08-31
CUST000969,GIG_WORKER,Kochi,KL,9.932,76.267,DVC-338782ed97,1,948.54,640.55,29,874,FULL,2026-08-31
CUST000970,GIG_WORKER,Guwahati,AS,26.145,91.736,DVC-08169fed19,1,726.17,338.29,61,364,FULL,2026-08-31
CUST000971,SMALL_BUSINESS,Panaji,GA,15.491,73.828,DVC-59a7b2a671,1,3905.16,2070.04,53,957,FULL,2026-08-31
CUST000972,AFFLUENT,Hyderabad,TG,17.385,78.487,DVC-731858a27e,1,17055.19,5126.69,36,180,FULL,2026-08-31
CUST000973,STUDENT,Delhi,DL,28.614,77.209,DVC-e8bc98d68a,2,620.19,390.96,34,2360,FULL,2026-08-31
CUST000974,GIG_WORKER,Bengaluru,KA,12.972,77.594,DVC-f2785ac3c1,1,1029.66,563.23,50,868,FULL,2026-08-31
CUST000975,STUDENT,Ahmedabad,GJ,23.023,72.571,DVC-ef5a481244,2,473.74,270.06,41,2074,FULL,2026-08-31
CUST000976,SALARIED_URBAN,Kochi,KL,9.932,76.267,DVC-9187a6815a,1,1436.23,506.21,34,2177,FULL,2026-08-31
CUST000977,SALARIED_URBAN,Chandigarh,CH,30.734,76.779,DVC-b661c0cdb0,2,2581.36,1088.22,19,2855,FULL,2026-08-31
CUST000978,GIG_WORKER,Ahmedabad,GJ,23.023,72.571,DVC-fcd420a736,1,775.32,409.49,46,2208,FULL,2026-08-31
CUST000979,STUDENT,Lucknow,UP,26.847,80.947,DVC-6c841b40c3,2,467.51,307.39,59,919,FULL,2026-08-31
CUST000980,SALARIED_URBAN,Kolkata,WB,22.573,88.364,DVC-a8229be20d,2,1425.75,484.96,7,1777,FULL,2026-08-31
CUST000981,GIG_WORKER,Guwahati,AS,26.145,91.736,DVC-f3a6eb1603,1,724.33,453.25,37,1081,MIN,2026-08-31
CUST000982,SMALL_BUSINESS,Delhi,DL,28.614,77.209,DVC-0d33ec8aca,1,4007.79,2059.14,51,356,FULL,2026-08-31
CUST000983,SALARIED_URBAN,Delhi,DL,28.614,77.209,DVC-05fb301f8f,1,1502.82,824.5,31,2821,MIN,2026-08-31
CUST000984,SALARIED_URBAN,Indore,MP,22.72,75.858,DVC-dfb5c4ae4a,1,2194.41,1012.48,64,2476,FULL,2026-08-31
CUST000985,SALARIED_URBAN,Pune,MH,18.52,73.857,DVC-21cc84575f,1,2562.78,1328.64,43,774,FULL,2026-08-31
CUST000986,GIG_WORKER,Panaji,GA,15.491,73.828,DVC-f07e38909a,2,446.57,306.34,27,2054,MIN,2026-08-31
CUST000987,SALARIED_URBAN,Guwahati,AS,26.145,91.736,DVC-ba6a37dfa8,2,964.25,416.87,55,556,MIN,2026-08-31
CUST000988,STUDENT,Panaji,GA,15.491,73.828,DVC-502f4a50b7,1,445.12,280.23,37,1884,FULL,2026-08-31
CUST000989,SMALL_BUSINESS,Mumbai,MH,19.076,72.877,DVC-f7fd3ad181,1,6555.85,2933.4,17,2767,FULL,2026-08-31
CUST000990,GIG_WORKER,Kolkata,WB,22.573,88.364,DVC-c221707b2d,1,642.79,412.07,40,688,FULL,2026-08-31
CUST000991,SALARIED_URBAN,Indore,MP,22.72,75.858,DVC-b5b2f014a5,1,1219.94,453.21,39,75,FULL,2026-08-31
CUST000992,AFFLUENT,Mumbai,MH,19.076,72.877,DVC-7a62dc6783,2,17064.9,5743.8,46,879,FULL,2026-08-31
CUST000993,AFFLUENT,Lucknow,UP,26.847,80.947,DVC-477e75880c,2,5987.89,1717.43,42,293,FULL,2026-08-31
CUST000994,SALARIED_URBAN,Lucknow,UP,26.847,80.947,DVC-e271fcf8df,3,2496.74,902.82,48,980,FULL,2026-08-31
CUST000995,AFFLUENT,Lucknow,UP,26.847,80.947,DVC-3619dd3da1,2,14932.51,5733.33,45,1723,FULL,2026-08-31
CUST000996,AFFLUENT,Kochi,KL,9.932,76.267,DVC-4ae9659428,1,10149.99,2880.66,24,143,FULL,2026-08-31
CUST000997,GIG_WORKER,Kochi,KL,9.932,76.267,DVC-388c655208,2,874.86,521.99,32,2019,FULL,2026-08-31
CUST000998,SALARIED_URBAN,Hyderabad,TG,17.385,78.487,DVC-9faa036729,2,1713.54,918.54,39,2323,FULL,2026-08-31
CUST000999,STUDENT,Bengaluru,KA,12.972,77.594,DVC-2d6a673f43,1,413.11,295.63,30,287,MIN,2026-08-31
CUST001000,STUDENT,Kolkata,WB,22.573,88.364,DVC-143d46d7e3,1,357.55,170.6,31,1971,FULL,2026-08-31
CUST001001,SALARIED_URBAN,Indore,MP,22.72,75.858,DVC-72d3e29e93,1,1299.34,601.39,51,2393,FULL,2026-08-31
CUST001002,SALARIED_URBAN,Lucknow,UP,26.847,80.947,DVC-c01df8ee4e,1,1062.77,466.53,24,1725,FULL,2026-08-31
CUST001003,SMALL_BUSINESS,Chennai,TN,13.083,80.27,DVC-08b2ef4730,1,3560.77,1248.12,42,827,FULL,2026-08-31
CUST001004,SALARIED_URBAN,Ahmedabad,GJ,23.023,72.571,DVC-e8e1e34e4d,2,1794.05,635.35,38,2683,FULL,2026-08-31
CUST001005,STUDENT,Jaipur,RJ,26.912,75.787,DVC-22c29ec2b5,1,350.44,233.83,31,1870,FULL,2026-08-31
CUST001006,STUDENT,Kolkata,WB,22.573,88.364,DVC-7bb52abc7c,2,494.55,336.29,41,2590,FULL,2026-08-31
CUST001007,SALARIED_URBAN,Chennai,TN,13.083,80.27,DVC-83c55d9998,1,1544.31,761.73,11,1746,FULL,2026-08-31
CUST001008,GIG_WORKER,Indore,MP,22.72,75.858,DVC-144153f8b4,1,596.8,285.56,26,1736,MIN,2026-08-31
CUST001009,AFFLUENT,Jaipur,RJ,26.912,75.787,DVC-b443528e28,2,16869.6,7110.53,34,2564,FULL,2026-08-31
CUST001010,AFFLUENT,Ahmedabad,GJ,23.023,72.571,DVC-9f3660d45c,1,13227.91,4927.77,37,532,MIN,2026-08-31
CUST001011,SALARIED_URBAN,Mumbai,MH,19.076,72.877,DVC-1f11a8d7f8,1,928.15,407.82,28,2332,FULL,2026-08-31
CUST001012,SALARIED_URBAN,Ahmedabad,GJ,23.023,72.571,DVC-a774833176,1,1180.07,501.85,46,1994,FULL,2026-08-31
CUST001013,SALARIED_URBAN,Delhi,DL,28.614,77.209,DVC-73b6043883,2,1739.16,529.23,35,363,FULL,2026-08-31
CUST001014,STUDENT,Hyderabad,TG,17.385,78.487,DVC-b87431b6aa,3,447.71,306.46,35,2636,FULL,2026-08-31
CUST001015,SALARIED_URBAN,Guwahati,AS,26.145,91.736,DVC-1873d607f1,1,2265.64,694.77,25,752,FULL,2026-08-31
CUST001016,SALARIED_URBAN,Bengaluru,KA,12.972,77.594,DVC-2e6ce0f09d,1,1997.7,834.35,38,1802,FULL,2026-08-31
CUST001017,STUDENT,Kolkata,WB,22.573,88.364,DVC-ec20b8b450,1,228.13,169.94,20,1564,FULL,2026-08-31
CUST001018,SMALL_BUSINESS,Hyderabad,TG,17.385,78.487,DVC-b2b5405cde,1,3225.01,1828.0,38,1913,FULL,2026-08-31
CUST001019,AFFLUENT,Mumbai,MH,19.076,72.877,DVC-63c0f3707c,2,5256.26,1571.5,21,1263,FULL,2026-08-31
CUST001020,SMALL_BUSINESS,Ahmedabad,GJ,23.023,72.571,DVC-aa7bfa1a5c,2,6689.69,2613.47,29,1645,MIN,2026-08-31
CUST001021,SMALL_BUSINESS,Mumbai,MH,19.076,72.877,DVC-a20a073acc,2,3704.94,1634.62,35,886,FULL,2026-08-31
CUST001022,SALARIED_URBAN,Mumbai,MH,19.076,72.877,DVC-98929feae6,1,1951.09,791.1,32,83,FULL,2026-08-31
CUST001023,SALARIED_URBAN,Ahmedabad,GJ,23.023,72.571,DVC-f4d94f7490,1,1401.03,694.12,30,1476,FULL,2026-08-31
CUST001024,SALARIED_URBAN,Pune,MH,18.52,73.857,DVC-3a27f21e6c,1,2264.68,1046.5,27,2401,FULL,2026-08-31
CUST001025,SALARIED_URBAN,Kolkata,WB,22.573,88.364,DVC-799178ce36,3,1783.07,836.16,49,2446,FULL,2026-08-31
CUST001026,SALARIED_URBAN,Chennai,TN,13.083,80.27,DVC-39d3c518cc,1,1978.91,683.11,53,2699,MIN,2026-08-31
CUST001027,SMALL_BUSINESS,Indore,MP,22.72,75.858,DVC-c2615da508,2,6970.08,3485.41,41,1662,MIN,2026-08-31
CUST001028,STUDENT,Chennai,TN,13.083,80.27,DVC-e84f4b1899,1,638.94,403.79,39,1671,FULL,2026-08-31
CUST001029,GIG_WORKER,Ahmedabad,GJ,23.023,72.571,DVC-09d1ba63fd,2,653.24,435.88,48,660,FULL,2026-08-31
CUST001030,SALARIED_URBAN,Pune,MH,18.52,73.857,DVC-a5f883b0ec,1,1628.54,557.85,52,325,FULL,2026-08-31
CUST001031,SMALL_BUSINESS,Chennai,TN,13.083,80.27,DVC-c53ce6c6c3,3,4171.87,2319.23,26,1755,FULL,2026-08-31
CUST001032,STUDENT,Guwahati,AS,26.145,91.736,DVC-803257da47,1,260.26,131.98,21,1418,FULL,2026-08-31
CUST001033,GIG_WORKER,Guwahati,AS,26.145,91.736,DVC-c7752ee540,1,355.98,234.99,33,2236,FULL,2026-08-31
CUST001034,SALARIED_URBAN,Lucknow,UP,26.847,80.947,DVC-eabbc6b376,2,1945.07,801.54,36,1273,FULL,2026-08-31
CUST001035,SMALL_BUSINESS,Kolkata,WB,22.573,88.364,DVC-e0a6ee6fe2,1,4557.95,2698.29,46,2536,FULL,2026-08-31
CUST001036,SALARIED_URBAN,Jaipur,RJ,26.912,75.787,DVC-e70bb29ea0,1,2396.91,1302.81,49,2544,FULL,2026-08-31
CUST001037,STUDENT,Pune,MH,18.52,73.857,DVC-50ddecd442,2,313.79,187.14,42,788,FULL,2026-08-31
CUST001038,SMALL_BUSINESS,Jaipur,RJ,26.912,75.787,DVC-7553b8f935,2,5857.61,2088.56,32,1331,FULL,2026-08-31
CUST001039,SALARIED_URBAN,Nagpur,MH,21.146,79.088,DVC-5972d7d043,1,2096.11,1056.57,13,1220,FULL,2026-08-31
CUST001040,SMALL_BUSINESS,Guwahati,AS,26.145,91.736,DVC-aecf8aba05,2,5801.25,2733.01,34,851,FULL,2026-08-31
CUST001041,SALARIED_URBAN,Indore,MP,22.72,75.858,DVC-d6ebd96479,1,2577.4,1090.47,59,2641,FULL,2026-08-31
CUST001042,SALARIED_URBAN,Mumbai,MH,19.076,72.877,DVC-b2fdf77c2d,2,2404.53,833.95,11,1131,FULL,2026-08-31
CUST001043,SALARIED_URBAN,Kolkata,WB,22.573,88.364,DVC-d9b4fa7ad1,3,2131.12,757.23,48,829,FULL,2026-08-31
CUST001044,GIG_WORKER,Chandigarh,CH,30.734,76.779,DVC-2c422c461b,1,473.54,220.62,49,1322,FULL,2026-08-31
CUST001045,GIG_WORKER,Jaipur,RJ,26.912,75.787,DVC-816fa70c05,2,793.77,361.72,47,1067,FULL,2026-08-31
CUST001046,SALARIED_URBAN,Pune,MH,18.52,73.857,DVC-dd0e430af5,1,1307.24,450.56,38,332,FULL,2026-08-31
CUST001047,SALARIED_URBAN,Guwahati,AS,26.145,91.736,DVC-2fc97cff02,1,1910.06,895.61,58,1226,FULL,2026-08-31
CUST001048,SMALL_BUSINESS,Guwahati,AS,26.145,91.736,DVC-d39167b7be,2,6451.86,3183.6,46,97,FULL,2026-08-31
CUST001049,STUDENT,Bengaluru,KA,12.972,77.594,DVC-4506c7d6b5,2,442.66,279.46,49,2765,FULL,2026-08-31
CUST001050,STUDENT,Ahmedabad,GJ,23.023,72.571,DVC-fd70b85c67,1,201.89,139.02,21,2723,FULL,2026-08-31
CUST001051,SALARIED_URBAN,Panaji,GA,15.491,73.828,DVC-cdc5ba2ee0,1,2303.69,1033.82,17,1826,FULL,2026-08-31
CUST001052,SALARIED_URBAN,Jaipur,RJ,26.912,75.787,DVC-539759e07b,1,1674.9,685.91,48,2653,FULL,2026-08-31
CUST001053,STUDENT,Ahmedabad,GJ,23.023,72.571,DVC-922ca98d69,1,632.34,289.25,56,2626,FULL,2026-08-31
CUST001054,SALARIED_URBAN,Ahmedabad,GJ,23.023,72.571,DVC-3add8c6729,2,1633.86,844.34,24,1142,FULL,2026-08-31
CUST001055,GIG_WORKER,Kolkata,WB,22.573,88.364,DVC-4fd7d432ad,1,678.77,425.9,18,1087,FULL,2026-08-31
CUST001056,STUDENT,Indore,MP,22.72,75.858,DVC-f3f968d9fd,2,441.05,258.34,44,2139,FULL,2026-08-31
CUST001057,SMALL_BUSINESS,Delhi,DL,28.614,77.209,DVC-3b73cee748,1,5993.71,2575.16,4,889,FULL,2026-08-31
CUST001058,SALARIED_URBAN,Indore,MP,22.72,75.858,DVC-2c3da873c6,2,1673.37,873.64,63,1355,MIN,2026-08-31
CUST001059,SMALL_BUSINESS,Chandigarh,CH,30.734,76.779,DVC-e36fd3b508,1,2831.13,1219.52,32,2082,FULL,2026-08-31
CUST001060,SALARIED_URBAN,Chandigarh,CH,30.734,76.779,DVC-a414c326c3,1,1769.9,842.47,36,1575,FULL,2026-08-31
CUST001061,SMALL_BUSINESS,Guwahati,AS,26.145,91.736,DVC-940415fc7e,2,7443.91,3706.06,44,2571,FULL,2026-08-31
CUST001062,SALARIED_URBAN,Kolkata,WB,22.573,88.364,DVC-d0de21ffdf,2,974.53,449.25,22,1590,FULL,2026-08-31
CUST001063,SALARIED_URBAN,Kochi,KL,9.932,76.267,DVC-cfd1f10dff,1,1120.69,441.37,45,1971,FULL,2026-08-31
CUST001064,AFFLUENT,Bengaluru,KA,12.972,77.594,DVC-6328df9092,1,6882.23,2986.6,25,231,FULL,2026-08-31
CUST001065,SALARIED_URBAN,Kolkata,WB,22.573,88.364,DVC-f92ca25cf4,1,2570.72,1019.54,46,638,FULL,2026-08-31
CUST001066,GIG_WORKER,Pune,MH,18.52,73.857,DVC-71e941de51,3,908.33,491.57,39,832,FULL,2026-08-31
CUST001067,STUDENT,Hyderabad,TG,17.385,78.487,DVC-6b8fd96e38,2,461.38,276.02,36,2378,FULL,2026-08-31
CUST001068,STUDENT,Hyderabad,TG,17.385,78.487,DVC-e5fe9ba26d,1,307.4,221.8,39,1620,FULL,2026-08-31
CUST001069,AFFLUENT,Kolkata,WB,22.573,88.364,DVC-bb6a8ea77d,1,11842.55,3652.89,36,2688,FULL,2026-08-31
CUST001070,AFFLUENT,Chennai,TN,13.083,80.27,DVC-911671922f,3,9715.51,3469.0,60,114,FULL,2026-08-31
CUST001071,SALARIED_URBAN,Guwahati,AS,26.145,91.736,DVC-c88143c074,1,1184.61,458.53,38,494,FULL,2026-08-31
CUST001072,AFFLUENT,Indore,MP,22.72,75.858,DVC-9e09d06544,1,16825.63,4301.81,30,197,FULL,2026-08-31
CUST001073,SALARIED_URBAN,Indore,MP,22.72,75.858,DVC-b0228bd61d,3,1986.32,1072.95,18,94,FULL,2026-08-31
CUST001074,SALARIED_URBAN,Indore,MP,22.72,75.858,DVC-3fdac98c44,2,969.07,396.33,34,1629,FULL,2026-08-31
CUST001075,SALARIED_URBAN,Indore,MP,22.72,75.858,DVC-9f9735c2ee,3,1460.49,670.61,59,605,FULL,2026-08-31
CUST001076,STUDENT,Kochi,KL,9.932,76.267,DVC-07c6425dca,2,182.03,103.33,57,506,FULL,2026-08-31
CUST001077,SALARIED_URBAN,Ahmedabad,GJ,23.023,72.571,DVC-a0fdf4959b,1,2116.09,1132.03,38,1222,FULL,2026-08-31
CUST001078,SALARIED_URBAN,Pune,MH,18.52,73.857,DVC-075119f076,2,2140.89,684.39,33,2383,FULL,2026-08-31
CUST001079,STUDENT,Delhi,DL,28.614,77.209,DVC-92addac284,3,303.64,179.05,55,118,FULL,2026-08-31
CUST001080,SALARIED_URBAN,Bengaluru,KA,12.972,77.594,DVC-94268e909f,2,2430.34,1045.26,41,1629,FULL,2026-08-31
CUST001081,SMALL_BUSINESS,Hyderabad,TG,17.385,78.487,DVC-0ab142997c,3,7429.46,3353.42,35,69,FULL,2026-08-31
CUST001082,SALARIED_URBAN,Hyderabad,TG,17.385,78.487,DVC-7e2d19f240,2,1551.96,506.64,47,2552,FULL,2026-08-31
CUST001083,STUDENT,Chandigarh,CH,30.734,76.779,DVC-aeb68bcb7c,2,420.67,223.04,56,1355,FULL,2026-08-31
CUST001084,SALARIED_URBAN,Jaipur,RJ,26.912,75.787,DVC-21b7b5b17b,1,1230.67,603.13,38,2271,FULL,2026-08-31
CUST001085,SALARIED_URBAN,Ahmedabad,GJ,23.023,72.571,DVC-056208697e,3,1310.64,462.74,33,2684,FULL,2026-08-31
CUST001086,GIG_WORKER,Ahmedabad,GJ,23.023,72.571,DVC-1b0c8cf648,2,705.7,355.9,60,732,MIN,2026-08-31
CUST001087,AFFLUENT,Guwahati,AS,26.145,91.736,DVC-36179f0ca9,1,10555.63,4262.37,54,2031,FULL,2026-08-31
CUST001088,SMALL_BUSINESS,Jaipur,RJ,26.912,75.787,DVC-208b3d7bdc,1,4036.22,2398.31,24,1242,FULL,2026-08-31
CUST001089,SMALL_BUSINESS,Mumbai,MH,19.076,72.877,DVC-bc06cdc485,1,6581.93,3751.67,36,519,FULL,2026-08-31
CUST001090,SALARIED_URBAN,Guwahati,AS,26.145,91.736,DVC-3de9366044,3,2470.76,1014.88,49,2659,FULL,2026-08-31
CUST001091,STUDENT,Chennai,TN,13.083,80.27,DVC-c978a176e4,1,472.4,320.68,24,1123,FULL,2026-08-31
CUST001092,SALARIED_URBAN,Guwahati,AS,26.145,91.736,DVC-4509b52497,1,901.98,352.36,13,574,FULL,2026-08-31
CUST001093,STUDENT,Kochi,KL,9.932,76.267,DVC-2e51945095,1,425.42,222.51,42,464,FULL,2026-08-31
CUST001094,GIG_WORKER,Chandigarh,CH,30.734,76.779,DVC-b4388b3abb,2,616.11,308.68,38,1069,FULL,2026-08-31
CUST001095,SALARIED_URBAN,Lucknow,UP,26.847,80.947,DVC-80e657e1e0,1,2081.33,684.64,36,1447,FULL,2026-08-31
CUST001096,GIG_WORKER,Bengaluru,KA,12.972,77.594,DVC-1be0cc7ef6,2,715.68,452.26,32,2653,MIN,2026-08-31
CUST001097,AFFLUENT,Panaji,GA,15.491,73.828,DVC-db0b0eaae7,1,5882.83,1872.98,29,1820,FULL,2026-08-31
CUST001098,SALARIED_URBAN,Kochi,KL,9.932,76.267,DVC-478d4f5440,2,1713.16,916.57,34,1989,FULL,2026-08-31
CUST001099,SMALL_BUSINESS,Guwahati,AS,26.145,91.736,DVC-fea08259d9,1,5846.66,2125.98,37,564,FULL,2026-08-31
CUST001100,SMALL_BUSINESS,Nagpur,MH,21.146,79.088,DVC-59ead2dc13,1,2407.88,1334.92,53,2169,FULL,2026-08-31
CUST001101,SALARIED_URBAN,Nagpur,MH,21.146,79.088,DVC-068b45c738,3,1098.42,523.14,4,1006,FULL,2026-08-31
CUST001102,SMALL_BUSINESS,Hyderabad,TG,17.385,78.487,DVC-ff1315600c,3,7470.59,3430.89,34,2440,FULL,2026-08-31
CUST001103,SMALL_BUSINESS,Kochi,KL,9.932,76.267,DVC-9f366e85cc,2,6168.35,2438.54,23,741,FULL,2026-08-31
CUST001104,SMALL_BUSINESS,Kochi,KL,9.932,76.267,DVC-83b7e50c9e,2,2536.35,1333.37,26,2415,FULL,2026-08-31
CUST001105,GIG_WORKER,Nagpur,MH,21.146,79.088,DVC-46d23e74de,1,640.88,384.88,50,1978,FULL,2026-08-31
CUST001106,AFFLUENT,Indore,MP,22.72,75.858,DVC-2a7ec77287,3,12037.53,4144.39,34,2611,FULL,2026-08-31
CUST001107,SALARIED_URBAN,Kolkata,WB,22.573,88.364,DVC-3dad9d1af4,1,2571.52,1306.24,34,1332,FULL,2026-08-31
CUST001108,SALARIED_URBAN,Kochi,KL,9.932,76.267,DVC-46149c0a07,1,2101.07,875.58,41,108,FULL,2026-08-31
CUST001109,GIG_WORKER,Bengaluru,KA,12.972,77.594,DVC-1d8b8b3abc,3,1057.56,687.17,40,2012,FULL,2026-08-31
CUST001110,SALARIED_URBAN,Hyderabad,TG,17.385,78.487,DVC-8d6f53acee,1,1096.99,544.77,43,1778,FULL,2026-08-31
CUST001111,SALARIED_URBAN,Pune,MH,18.52,73.857,DVC-2dae92c846,1,1400.63,685.67,42,274,FULL,2026-08-31
CUST001112,GIG_WORKER,Kochi,KL,9.932,76.267,DVC-6cd1ea6e85,1,1089.42,494.59,47,1029,FULL,2026-08-31
