customer_id,device_id,device_type,is_primary,first_seen_date,last_seen_date,days_since_last_seen
CUST001174,DVC-f9a45b8dbe,ANDROID,Y,2024-03-25,2026-08-28,3
CUST001174,DVC-a9f0c3950a,IOS,N,2024-03-01,2026-07-20,42
CUST001175,DVC-1ec376c831,ANDROID,Y,2026-02-09,2026-08-30,1
CUST001175,DVC-16841fa954,ANDROID,N,2025-10-09,2026-07-11,51
CUST001175,DVC-4773dd061d,IOS,N,2026-03-15,2026-07-07,55
CUST001176,DVC-ba8c97be5b,IOS,Y,2024-03-28,2026-08-28,3
CUST001176,DVC-056557b684,ANDROID,N,2025-08-02,2026-08-17,14
CUST001177,DVC-967c2d8a3c,ANDROID,Y,2025-09-25,2026-08-30,1
CUST001178,DVC-d35e430184,ANDROID,Y,2026-05-30,2026-08-26,5
CUST001178,DVC-d0c1051ddb,ANDROID,N,2026-06-03,2026-08-25,6
CUST001179,DVC-27aec2dc86,IOS,Y,2026-06-10,2026-08-25,6
CUST001179,DVC-18d80c5721,ANDROID,N,2024-01-21,2026-06-24,68
CUST001180,DVC-22ebd8c2e2,ANDROID,Y,2025-10-08,2026-08-31,0
CUST001181,DVC-0b521c47cc,IOS,Y,2025-10-07,2026-08-28,3
CUST001181,DVC-d47f570851,ANDROID,N,2024-10-11,2026-07-01,61
CUST001181,DVC-56f8ba207b,ANDROID,N,2025-11-30,2026-07-09,53
CUST001182,DVC-f2fbf252fd,IOS,Y,2024-09-24,2026-08-26,5
CUST001183,DVC-affe614d78,WEB,Y,2026-04-07,2026-08-31,0
CUST001184,DVC-81e08a0949,ANDROID,Y,2024-05-27,2026-08-25,6
CUST001185,DVC-5e33722cde,ANDROID,Y,2024-03-27,2026-08-26,5
CUST001186,DVC-3287fe4668,ANDROID,Y,2025-08-31,2026-08-25,6
CUST001187,DVC-2b09bd764a,IOS,Y,2025-03-29,2026-08-26,5
CUST001187,DVC-48f56228aa,ANDROID,N,2025-08-25,2026-07-08,54
CUST001188,DVC-120fd93904,ANDROID,Y,2024-03-24,2026-08-27,4
CUST001188,DVC-401f481cdc,IOS,N,2026-05-13,2026-06-26,66
CUST001188,DVC-8b7b3bce27,IOS,N,2025-03-18,2026-08-24,7
CUST001189,DVC-3996d5bd3d,ANDROID,Y,2025-05-07,2026-08-30,1
CUST001189,DVC-9607f9fb90,ANDROID,N,2025-06-25,2026-07-30,32
CUST001190,DVC-e823529007,ANDROID,Y,2025-04-14,2026-08-28,3
CUST001191,DVC-a299b867f9,ANDROID,Y,2026-07-10,2026-08-27,4
CUST001192,DVC-1bfadd8930,IOS,Y,2024-05-10,2026-08-25,6
CUST001193,DVC-615a082b41,IOS,Y,2026-01-05,2026-08-29,2
CUST001193,DVC-0689b5e73c,ANDROID,N,2025-02-25,2026-07-23,39
CUST001194,DVC-4fc5086fac,IOS,Y,2025-12-14,2026-08-25,6
CUST001195,DVC-8d3d17e6d3,ANDROID,Y,2024-11-23,2026-08-30,1
CUST001195,DVC-26aa65daf5,ANDROID,N,2026-06-01,2026-07-18,44
CUST001195,DVC-73de1f2548,WEB,N,2025-12-27,2026-08-24,7
CUST001196,DVC-980e804f00,ANDROID,Y,2024-05-08,2026-08-27,4
CUST001196,DVC-4b2f8daf4d,ANDROID,N,2025-11-06,2026-04-24,129
CUST001197,DVC-012c4dada0,WEB,Y,2024-03-27,2026-08-31,0
CUST001198,DVC-28de0f39da,ANDROID,Y,2025-06-27,2026-08-31,0
CUST001199,DVC-c355cdd24a,IOS,Y,2025-11-29,2026-08-28,3
CUST001199,DVC-201253d626,IOS,N,2024-08-23,2026-06-12,80
CUST001200,DVC-10af7e91d7,ANDROID,Y,2024-06-05,2026-08-30,1
CUST001200,DVC-3d09b2a134,ANDROID,N,2025-01-16,2026-06-19,73
CUST001201,DVC-61fd1af9b3,ANDROID,Y,2025-02-06,2026-08-25,6
CUST001201,DVC-4b85c73aab,IOS,N,2024-05-20,2026-08-19,12
CUST001202,DVC-41d6cefe8a,IOS,Y,2025-06-09,2026-08-27,4
CUST001203,DVC-a06816e0d5,ANDROID,Y,2025-12-16,2026-08-30,1
CUST001204,DVC-a8a41d52c3,IOS,Y,2025-04-07,2026-08-31,0
CUST001204,DVC-263bdcea9a,ANDROID,N,2025-11-20,2026-08-28,3
CUST001205,DVC-fa6eafd241,ANDROID,Y,2026-07-18,2026-08-27,4
CUST001205,DVC-19e1fdcd32,ANDROID,N,2025-12-05,2026-08-15,16
CUST001206,DVC-dd2dff6e15,ANDROID,Y,2026-04-28,2026-08-31,0
CUST001207,DVC-fd2aa85dae,IOS,Y,2026-01-31,2026-08-28,3
CUST001208,DVC-db70c5159d,ANDROID,Y,2025-08-31,2026-08-29,2
CUST001208,DVC-7c8082b392,ANDROID,N,2025-10-02,2026-08-02,29
CUST001209,DVC-07e25fec65,ANDROID,Y,2025-11-13,2026-08-31,0
CUST001209,DVC-3194bbad6f,ANDROID,N,2024-10-06,2026-06-18,74
CUST001209,DVC-c90a9dfaac,ANDROID,N,2026-04-09,2026-07-14,48
CUST001210,DVC-4f59a393fc,ANDROID,Y,2025-08-18,2026-08-30,1
CUST001211,DVC-59cfac86bb,ANDROID,Y,2025-07-21,2026-08-27,4
CUST001212,DVC-efae1ab6d7,ANDROID,Y,2025-12-12,2026-08-27,4
CUST001212,DVC-1d44299fcb,ANDROID,N,2026-04-01,2026-08-21,10
CUST001212,DVC-1c37ff6f03,IOS,N,2024-10-06,2026-08-23,8
CUST001213,DVC-96bb86029b,ANDROID,Y,2025-06-09,2026-08-25,6
CUST001214,DVC-3751484725,IOS,Y,2026-01-26,2026-08-31,0
CUST001214,DVC-cfa08fa46d,ANDROID,N,2025-06-05,2026-06-26,66
CUST001215,DVC-d09295f6c4,WEB,Y,2024-06-17,2026-08-25,6
CUST001216,DVC-bd961badf3,IOS,Y,2024-07-02,2026-08-25,6
CUST001216,DVC-1cb2dd0707,IOS,N,2026-03-15,2026-06-17,75
CUST001217,DVC-6d06eb84b0,ANDROID,Y,2026-06-09,2026-08-29,2
CUST001217,DVC-3f02421741,ANDROID,N,2025-05-01,2026-07-08,54
CUST001218,DVC-23ef3b412a,ANDROID,Y,2025-12-26,2026-08-27,4
CUST001218,DVC-383699584d,ANDROID,N,2024-09-12,2026-06-28,64
CUST001219,DVC-e25dcb1b60,ANDROID,Y,2024-11-12,2026-08-25,6
CUST001219,DVC-1f91600091,IOS,N,2025-02-09,2026-07-27,35
CUST001220,DVC-83eb6a20f2,IOS,Y,2025-08-09,2026-08-30,1
CUST001220,DVC-bb4f569a81,ANDROID,N,2025-04-28,2026-08-10,21
CUST001220,DVC-e313682b46,ANDROID,N,2024-08-14,2026-07-19,43
CUST001221,DVC-b9da22e495,ANDROID,Y,2025-04-20,2026-08-31,0
CUST001221,DVC-856903886d,ANDROID,N,2025-04-11,2026-07-07,55
CUST001222,DVC-14fe569d56,ANDROID,Y,2025-01-21,2026-08-25,6
CUST001223,DVC-3deffdbc8c,ANDROID,Y,2025-08-01,2026-08-26,5
CUST001224,DVC-a0e2c84ba0,ANDROID,Y,2024-11-26,2026-08-29,2
CUST001225,DVC-182aba89c5,ANDROID,Y,2024-10-29,2026-08-27,4
CUST001226,DVC-caa36d63ba,IOS,Y,2026-07-09,2026-08-28,3
CUST001227,DVC-8f1c653b0b,WEB,Y,2026-06-23,2026-08-27,4
CUST001228,DVC-dd74e64471,IOS,Y,2025-02-17,2026-08-31,0
CUST001229,DVC-89a7aaa526,ANDROID,Y,2025-03-21,2026-08-25,6
CUST001229,DVC-a58b8b9089,ANDROID,N,2026-06-01,2026-07-10,52
CUST001229,DVC-b96a3ab2c2,ANDROID,N,2024-09-01,2026-07-25,37
CUST001230,DVC-e9e65a6253,WEB,Y,2025-12-07,2026-08-26,5
CUST001231,DVC-8bbde68eaf,ANDROID,Y,2026-04-30,2026-08-31,0
CUST001231,DVC-066ba52ed8,WEB,N,2024-08-21,2026-07-25,37
CUST001232,DVC-7c55f8bb05,ANDROID,Y,2026-01-19,2026-08-25,6
CUST001232,DVC-6af6f03f5c,ANDROID,N,2026-02-04,2026-08-08,23
CUST001233,DVC-7696231582,IOS,Y,2025-07-21,2026-08-27,4
CUST001234,DVC-2f41de65fd,IOS,Y,2025-07-24,2026-08-25,6
CUST001234,DVC-f240ac6df5,IOS,N,2025-07-24,2025-11-13,291
CUST001235,DVC-5c62a68fa3,ANDROID,Y,2025-01-25,2026-08-27,4
CUST001236,DVC-fb543a1aac,ANDROID,Y,2025-02-13,2026-08-27,4
CUST001236,DVC-f499bf7a60,IOS,N,2026-03-24,2026-08-12,19
CUST001237,DVC-115f9cdb31,ANDROID,Y,2024-07-02,2026-08-29,2
CUST001238,DVC-8440f2351d,ANDROID,Y,2025-08-11,2026-08-25,6
CUST001238,DVC-fec03eec7c,IOS,N,2025-11-16,2026-07-20,42
CUST001239,DVC-6aa84dec8e,ANDROID,Y,2026-07-02,2026-08-26,5
CUST001240,DVC-08958a76e6,ANDROID,Y,2025-10-04,2026-08-28,3
CUST001241,DVC-90e967ee03,ANDROID,Y,2024-11-01,2026-08-26,5
CUST001242,DVC-1d310cd49d,ANDROID,Y,2026-06-25,2026-08-25,6
CUST001242,DVC-ccdf90dada,ANDROID,N,2025-10-12,2026-06-24,68
CUST001243,DVC-17ba9a771c,WEB,Y,2024-12-31,2026-08-30,1
CUST001243,DVC-e248fdbc43,ANDROID,N,2024-12-21,2026-06-30,62
CUST001243,DVC-ead63fed82,ANDROID,N,2026-05-09,2026-07-10,52
CUST001244,DVC-4aae77c715,ANDROID,Y,2026-07-03,2026-08-31,0
CUST001244,DVC-6937af5da9,ANDROID,N,2025-07-22,2026-07-12,50
CUST001245,DVC-40ccbbf9ce,ANDROID,Y,2024-06-19,2026-08-30,1
CUST001246,DVC-f2569b6c21,IOS,Y,2026-03-18,2026-08-29,2
CUST001246,DVC-5588ea7fcc,WEB,N,2026-03-18,2026-08-15,16
CUST001246,DVC-baec326af1,ANDROID,N,2026-03-25,2026-08-15,16
CUST001247,DVC-fd11f55134,ANDROID,Y,2025-01-14,2026-08-26,5
CUST001248,DVC-6604b018ca,ANDROID,Y,2025-12-05,2026-08-31,0
CUST001248,DVC-d4f1b4dc8e,IOS,N,2024-06-07,2026-08-17,14
CUST001249,DVC-e4359b3b2c,ANDROID,Y,2026-05-11,2026-08-30,1
CUST001249,DVC-6b240a4c8f,ANDROID,N,2024-08-01,2026-06-21,71
CUST001250,DVC-e69f464004,WEB,Y,2024-10-12,2026-08-31,0
CUST001250,DVC-e53428154e,IOS,N,2026-05-07,2026-07-20,42
CUST001251,DVC-86723834b8,IOS,Y,2025-11-21,2026-08-26,5
CUST001252,DVC-4701b64d94,ANDROID,Y,2026-05-22,2026-08-25,6
CUST001252,DVC-33ee4aed3e,ANDROID,N,2026-03-06,2025-08-22,374
CUST001252,DVC-eae1867e31,ANDROID,N,2026-04-02,2026-08-12,19
CUST001253,DVC-3fe138c84e,IOS,Y,2026-07-12,2026-08-26,5
CUST001254,DVC-10ef008433,IOS,Y,2024-04-15,2026-08-26,5
CUST001255,DVC-b175995f34,ANDROID,Y,2026-05-27,2026-08-25,6
CUST001256,DVC-882d680e04,IOS,Y,2024-12-28,2026-08-29,2
CUST001256,DVC-27dd852c6e,WEB,N,2026-04-01,2026-07-01,61
CUST001256,DVC-7462ff38b1,ANDROID,N,2024-04-30,2026-07-12,50
CUST001257,DVC-5f567446b8,ANDROID,Y,2026-07-15,2026-08-26,5
CUST001257,DVC-7edec9778a,IOS,N,2026-07-15,2026-08-04,27
CUST001257,DVC-2a69d596c2,IOS,N,2026-07-15,2026-07-12,50
CUST001258,DVC-baa2db0fb6,ANDROID,Y,2025-07-12,2026-08-27,4
CUST001259,DVC-61cd1122dc,ANDROID,Y,2026-03-28,2026-08-29,2
CUST001260,DVC-5a178148ac,ANDROID,Y,2025-03-09,2026-08-25,6
CUST001260,DVC-3798d72c82,WEB,N,2025-11-01,2026-08-14,17
CUST001260,DVC-492606fb05,WEB,N,2025-08-20,2026-08-11,20
CUST001261,DVC-69e08cd8c1,ANDROID,Y,2024-10-25,2026-08-27,4
CUST001261,DVC-95f859e740,IOS,N,2026-04-05,2026-07-16,46
CUST001262,DVC-5c9da02d9c,ANDROID,Y,2025-10-18,2026-08-27,4
CUST001263,DVC-785ca546e8,ANDROID,Y,2025-06-11,2026-08-31,0
CUST001263,DVC-5d35a32da2,ANDROID,N,2025-05-30,2026-07-09,53
CUST001263,DVC-4065bf3c9d,ANDROID,N,2024-03-04,2026-07-13,49
CUST001264,DVC-11966924eb,ANDROID,Y,2026-07-11,2026-08-29,2
CUST001264,DVC-ab8c81496d,ANDROID,N,2025-10-26,2026-08-14,17
CUST001265,DVC-7984db5f63,WEB,Y,2026-06-30,2026-08-26,5
CUST001265,DVC-ea97322d1f,ANDROID,N,2025-12-13,2026-07-09,53
CUST001265,DVC-097268ddfa,IOS,N,2025-09-26,2026-08-22,9
CUST001266,DVC-7d8d4f1de2,IOS,Y,2025-10-05,2026-08-28,3
CUST001266,DVC-6a5ab0be1a,ANDROID,N,2025-10-21,2026-07-25,37
CUST001267,DVC-a2fe821703,ANDROID,Y,2025-03-01,2026-08-27,4
CUST001268,DVC-f4f3b175f8,IOS,Y,2025-04-18,2026-08-27,4
CUST001269,DVC-25c8318efd,ANDROID,Y,2024-06-06,2026-08-28,3
CUST001269,DVC-497c486580,IOS,N,2025-06-05,2026-08-05,26
CUST001270,DVC-62f6cf0bc5,ANDROID,Y,2025-10-01,2026-08-31,0
CUST001270,DVC-58a89326f2,ANDROID,N,2025-05-04,2026-08-17,14
CUST001270,DVC-e750dfa1e5,ANDROID,N,2025-09-14,2026-06-15,77
CUST001271,DVC-912eb26639,ANDROID,Y,2025-01-24,2026-08-25,6
CUST001271,DVC-ee09653169,ANDROID,N,2026-04-20,2026-06-28,64
CUST001272,DVC-753bd7d6d2,ANDROID,Y,2024-07-28,2026-08-30,1
CUST001272,DVC-4bb004a9c5,ANDROID,N,2024-01-19,2026-01-22,221
CUST001273,DVC-42e7ead830,ANDROID,Y,2026-06-14,2026-08-31,0
CUST001273,DVC-3dcb4a92ba,ANDROID,N,2024-06-08,2026-08-14,17
CUST001274,DVC-76f5d6cecc,ANDROID,Y,2026-04-09,2026-08-26,5
CUST001275,DVC-32fda991c3,ANDROID,Y,2025-07-14,2026-08-29,2
CUST001276,DVC-3f958b601d,ANDROID,Y,2025-08-17,2026-08-28,3
CUST001277,DVC-12b5b6bbdd,ANDROID,Y,2025-06-19,2026-08-31,0
CUST001277,DVC-2144df3bd0,ANDROID,N,2025-12-05,2026-08-23,8
CUST001278,DVC-602486ec5c,ANDROID,Y,2025-05-31,2026-08-28,3
CUST001279,DVC-b986042ef7,ANDROID,Y,2026-01-29,2026-08-26,5
CUST001279,DVC-582610fd6b,ANDROID,N,2024-03-18,2026-05-07,116
CUST001280,DVC-c56657119b,ANDROID,Y,2026-01-10,2026-08-31,0
CUST001281,DVC-fdd154fe87,ANDROID,Y,2025-03-29,2026-08-28,3
CUST001282,DVC-74e1aa5827,ANDROID,Y,2026-07-29,2026-08-29,2
CUST001282,DVC-52bf69ec84,ANDROID,N,2024-10-23,2026-06-19,73
CUST001283,DVC-211784c0c7,ANDROID,Y,2026-03-12,2026-08-30,1
CUST001284,DVC-fc7206ff7a,ANDROID,Y,2025-11-06,2026-08-29,2
CUST001285,DVC-8f7af26336,ANDROID,Y,2025-08-01,2026-08-30,1
CUST001286,DVC-5072b9b39c,IOS,Y,2026-05-17,2026-08-25,6
CUST001287,DVC-bd8f7a1fea,IOS,Y,2026-04-25,2026-08-29,2
CUST001288,DVC-79ed8d85d1,ANDROID,Y,2024-09-20,2026-08-28,3
CUST001289,DVC-129d78e27c,WEB,Y,2026-02-25,2026-08-27,4
CUST001290,DVC-6328c6e98f,WEB,Y,2025-12-10,2026-08-25,6
CUST001291,DVC-2d424e24fd,ANDROID,Y,2025-11-13,2026-08-31,0
CUST001291,DVC-4bd831327c,ANDROID,N,2026-03-29,2026-08-26,5
CUST001292,DVC-5aa3b73f72,IOS,Y,2025-04-19,2026-08-28,3
CUST001292,DVC-b0d36be6b4,ANDROID,N,2025-09-03,2026-06-17,75
CUST001293,DVC-a09484df5e,ANDROID,Y,2026-03-20,2026-08-30,1
CUST001293,DVC-3bd3c42671,ANDROID,N,2026-03-31,2026-08-21,10
CUST001293,DVC-b079ab2de5,ANDROID,N,2026-07-01,2026-08-21,10
CUST001294,DVC-7fa51fc65a,ANDROID,Y,2026-06-28,2026-08-28,3
CUST001295,DVC-2c6a52e3f6,ANDROID,Y,2025-12-18,2026-08-25,6
CUST001296,DVC-737b097173,ANDROID,Y,2025-05-07,2026-08-28,3
CUST001297,DVC-45f4c5695e,ANDROID,Y,2026-05-25,2026-08-27,4
CUST001298,DVC-dbe2fb26ed,ANDROID,Y,2025-04-19,2026-08-29,2
CUST001299,DVC-7d6cf2b1a5,IOS,Y,2026-05-02,2026-08-27,4
CUST001300,DVC-a6810516e6,ANDROID,Y,2026-06-29,2026-08-27,4
CUST001301,DVC-302db16576,ANDROID,Y,2026-06-07,2026-08-25,6
CUST001302,DVC-c261a92bae,ANDROID,Y,2026-02-11,2026-08-26,5
CUST001303,DVC-82cdfef56f,ANDROID,Y,2026-07-19,2026-08-25,6
CUST001304,DVC-7410f27eca,ANDROID,Y,2025-11-18,2026-08-28,3
CUST001305,DVC-41ed6623a8,ANDROID,Y,2025-02-08,2026-08-31,0
CUST001306,DVC-b0cc9bbdc1,IOS,Y,2025-08-03,2026-08-25,6
CUST001306,DVC-80c673963c,ANDROID,N,2024-09-27,2026-08-14,17
CUST001307,DVC-38a7e5b0cd,IOS,Y,2025-01-29,2026-08-26,5
CUST001307,DVC-12eda259e9,ANDROID,N,2024-06-25,2026-07-27,35
CUST001308,DVC-09874a67dc,IOS,Y,2024-08-08,2026-08-29,2
CUST001308,DVC-7107338dee,ANDROID,N,2026-03-04,2026-08-27,4
CUST001309,DVC-cc89bd7619,IOS,Y,2024-09-10,2026-08-29,2
CUST001310,DVC-d13747eb88,ANDROID,Y,2026-01-18,2026-08-25,6
CUST001311,DVC-7f49558dd8,IOS,Y,2026-04-02,2026-08-31,0
CUST001312,DVC-582355ae0d,IOS,Y,2026-06-29,2026-08-31,0
CUST001313,DVC-7264803404,ANDROID,Y,2024-03-22,2026-08-30,1
CUST001314,DVC-4dead4b13f,ANDROID,Y,2026-04-17,2026-08-26,5
CUST001315,DVC-044e701de7,IOS,Y,2024-08-12,2026-08-30,1
CUST001315,DVC-b903bbb7b6,ANDROID,N,2026-01-09,2026-08-16,15
CUST001316,DVC-a471357cf1,ANDROID,Y,2026-05-21,2026-08-31,0
CUST001317,DVC-72a7151580,IOS,Y,2025-06-18,2026-08-26,5
CUST001318,DVC-c5917fa63e,ANDROID,Y,2026-03-23,2026-08-25,6
CUST001319,DVC-b195d29aa8,ANDROID,Y,2026-01-01,2026-08-26,5
CUST001320,DVC-a24a1f67e6,ANDROID,Y,2026-03-01,2026-08-26,5
CUST001321,DVC-279f0affe2,ANDROID,Y,2026-05-06,2026-08-29,2
CUST001322,DVC-ddcb1520c3,IOS,Y,2025-04-09,2026-08-28,3
CUST001323,DVC-867981451d,ANDROID,Y,2025-03-30,2026-08-25,6
CUST001323,DVC-1ecbbd9fd4,ANDROID,N,2025-09-24,2026-08-29,2
CUST001324,DVC-90d5089b25,ANDROID,Y,2026-05-07,2026-08-28,3
CUST001324,DVC-38b87acd9f,ANDROID,N,2024-11-22,2026-06-29,63
CUST001324,DVC-9e72621193,IOS,N,2026-02-09,2026-07-11,51
CUST001325,DVC-48b99cecf6,IOS,Y,2025-10-18,2026-08-30,1
CUST001326,DVC-d050ff2a16,ANDROID,Y,2025-01-17,2026-08-26,5
CUST001327,DVC-21cdbab308,ANDROID,Y,2026-07-21,2026-08-29,2
CUST001327,DVC-964a514a79,ANDROID,N,2025-02-11,2026-08-14,17
CUST001327,DVC-0f4e98d81e,ANDROID,N,2026-02-13,2026-08-22,9
CUST001328,DVC-466de4b49d,IOS,Y,2025-03-03,2026-08-29,2
CUST001329,DVC-c4185431ad,ANDROID,Y,2026-06-15,2026-08-30,1
CUST001329,DVC-7686798f5c,ANDROID,N,2026-02-19,2026-07-12,50
CUST001330,DVC-fc54151fbc,ANDROID,Y,2026-06-03,2026-08-26,5
CUST001331,DVC-bec360cb11,ANDROID,Y,2026-04-20,2026-08-31,0
CUST001332,DVC-98298711f7,ANDROID,Y,2026-06-23,2026-08-31,0
CUST001332,DVC-6d525efa7f,ANDROID,N,2025-11-13,2025-08-14,382
CUST001333,DVC-4e5e0fb1ec,ANDROID,Y,2026-05-04,2026-08-30,1
CUST001333,DVC-0f846d6aa1,IOS,N,2024-11-18,2026-06-26,66
CUST001334,DVC-3f551adf0d,ANDROID,Y,2026-03-18,2026-08-31,0
CUST001335,DVC-e2dbb85b6d,ANDROID,Y,2024-10-04,2026-08-29,2
CUST001335,DVC-141bd6194f,ANDROID,N,2025-04-10,2026-07-28,34
CUST001336,DVC-da1f0cf360,WEB,Y,2025-04-11,2026-08-26,5
CUST001337,DVC-d2f985674d,ANDROID,Y,2026-04-06,2026-08-28,3
CUST001338,DVC-dd8ec6dbb3,WEB,Y,2024-12-26,2026-08-29,2
CUST001339,DVC-7f9c5828eb,ANDROID,Y,2026-07-22,2026-08-26,5
CUST001340,DVC-4f551467cf,IOS,Y,2024-08-28,2026-08-25,6
CUST001341,DVC-1de7964164,ANDROID,Y,2026-06-07,2026-08-26,5
CUST001342,DVC-c7068ceed7,WEB,Y,2026-03-17,2026-08-25,6
CUST001343,DVC-9da68fb2d5,IOS,Y,2025-09-19,2026-08-30,1
CUST001343,DVC-0d5e04c4ea,IOS,N,2026-05-18,2026-07-21,41
CUST001344,DVC-4a7b5e4fe5,IOS,Y,2025-05-05,2026-08-26,5
CUST001344,DVC-f8064c3aed,ANDROID,N,2024-11-26,2025-09-25,340
CUST001345,DVC-b013f27dff,ANDROID,Y,2025-08-05,2026-08-31,0
CUST001346,DVC-e1c9e0a13a,WEB,Y,2026-06-04,2026-08-26,5
CUST001347,DVC-d6bea3342d,ANDROID,Y,2026-01-17,2026-08-30,1
CUST001347,DVC-cbac661544,IOS,N,2025-09-30,2026-06-15,77
CUST001348,DVC-f4f9e19ee1,ANDROID,Y,2026-01-27,2026-08-30,1
CUST001348,DVC-4c9a9b46b9,ANDROID,N,2026-01-06,2026-06-14,78
CUST001349,DVC-def10197bc,IOS,Y,2026-01-31,2026-08-29,2
CUST001349,DVC-23da084e8d,ANDROID,N,2025-11-28,2026-02-26,186
CUST001349,DVC-9d9a918d0e,IOS,N,2026-02-25,2026-08-09,22
CUST001350,DVC-08f80036f6,IOS,Y,2025-10-30,2026-08-29,2
CUST001350,DVC-a5342d2b35,IOS,N,2025-10-30,2025-09-17,348
CUST001351,DVC-aa27b8bc9a,ANDROID,Y,2025-02-03,2026-08-28,3
CUST001351,DVC-b7774f8d64,ANDROID,N,2025-01-04,2026-06-24,68
CUST001352,DVC-1d127321bc,IOS,Y,2025-06-18,2026-08-31,0
CUST001353,DVC-ffcedaf63c,ANDROID,Y,2024-06-20,2026-08-25,6
CUST001353,DVC-d665831bf1,IOS,N,2026-02-09,2026-07-08,54
CUST001353,DVC-8bbfe62335,WEB,N,2025-05-07,2026-08-29,2
CUST001354,DVC-c34fc14e31,WEB,Y,2025-04-07,2026-08-30,1
CUST001355,DVC-a7c244ec4f,ANDROID,Y,2025-10-12,2026-08-31,0
CUST001355,DVC-18b2be590d,ANDROID,N,2025-03-06,2026-06-26,66
CUST001356,DVC-f9844e24a4,IOS,Y,2024-06-28,2026-08-26,5
CUST001357,DVC-d23079feb9,ANDROID,Y,2026-05-27,2026-08-31,0
CUST001358,DVC-fbebfcc6ae,ANDROID,Y,2026-04-04,2026-08-31,0
CUST001359,DVC-5142f4373d,IOS,Y,2026-07-15,2026-08-25,6
CUST001359,DVC-33657ba153,IOS,N,2025-07-19,2026-07-25,37
CUST001360,DVC-dc9693bca3,ANDROID,Y,2025-11-08,2026-08-28,3
CUST001361,DVC-e10d48b8e1,ANDROID,Y,2026-05-02,2026-08-26,5
CUST001362,DVC-5ef159f731,WEB,Y,2026-06-20,2026-08-25,6
CUST001363,DVC-13836c46ad,IOS,Y,2025-05-29,2026-08-30,1
CUST001363,DVC-7b53feb943,IOS,N,2025-03-12,2026-08-23,8
CUST001364,DVC-6a3d633c86,ANDROID,Y,2024-03-23,2026-08-27,4
CUST001364,DVC-94bed97c58,ANDROID,N,2025-06-27,2026-07-30,32
CUST001365,DVC-c897cbee1d,IOS,Y,2025-12-07,2026-08-28,3
CUST001366,DVC-e0d8421d95,ANDROID,Y,2025-07-25,2026-08-26,5
CUST001366,DVC-06d06d41e1,ANDROID,N,2025-11-01,2026-07-22,40
CUST001366,DVC-2b062aacef,ANDROID,N,2025-09-21,2026-07-10,52
CUST001367,DVC-6f0ae118c5,ANDROID,Y,2024-10-13,2026-08-31,0
CUST001368,DVC-090be77e7c,ANDROID,Y,2026-06-13,2026-08-31,0
CUST001369,DVC-7bfe04ea3e,IOS,Y,2025-03-02,2026-08-25,6
CUST001370,DVC-acbb595bd2,WEB,Y,2026-06-06,2026-08-25,6
CUST001371,DVC-f93cf3cb62,IOS,Y,2025-01-04,2026-08-27,4
CUST001372,DVC-1653e6d440,ANDROID,Y,2024-03-17,2026-08-28,3
CUST001372,DVC-880921ae49,ANDROID,N,2024-04-22,2026-06-16,76
CUST001373,DVC-d240eec718,ANDROID,Y,2025-12-11,2026-08-30,1
CUST001374,DVC-9c3aca7e4f,IOS,Y,2025-06-05,2026-08-25,6
CUST001375,DVC-704da954f4,ANDROID,Y,2024-10-07,2026-08-26,5
CUST001375,DVC-55261be71f,ANDROID,N,2025-12-22,2026-06-24,68
CUST001376,DVC-50f52c4ad7,ANDROID,Y,2026-05-12,2026-08-28,3
CUST001376,DVC-49087cb6ca,WEB,N,2026-04-28,2026-06-20,72
CUST001377,DVC-d0bb37f1f2,ANDROID,Y,2025-02-25,2026-08-31,0
CUST001378,DVC-ee9237d66f,ANDROID,Y,2025-12-26,2026-08-31,0
CUST001379,DVC-c2c3344c56,ANDROID,Y,2024-06-13,2026-08-25,6
CUST001380,DVC-05813a7d4e,IOS,Y,2024-06-08,2026-08-26,5
CUST001381,DVC-629678d9a7,ANDROID,Y,2026-06-16,2026-08-27,4
CUST001382,DVC-a4722b932c,ANDROID,Y,2026-07-18,2026-08-31,0
CUST001383,DVC-2f003a21c0,ANDROID,Y,2025-12-03,2026-08-26,5
CUST001383,DVC-660d46606c,ANDROID,N,2025-05-10,2026-07-03,59
CUST001383,DVC-1eae998949,ANDROID,N,2026-04-21,2026-07-27,35
CUST001384,DVC-1498905798,ANDROID,Y,2026-01-11,2026-08-27,4
CUST001385,DVC-6e42952879,IOS,Y,2025-03-13,2026-08-31,0
CUST001385,DVC-0ecb6d6e0c,IOS,N,2024-11-09,2026-06-18,74
CUST001385,DVC-c2bd861cc7,ANDROID,N,2025-03-06,2026-08-12,19
CUST001386,DVC-6d4d677d72,IOS,Y,2026-03-07,2026-08-25,6
CUST001386,DVC-d02ba28bd1,ANDROID,N,2026-03-07,2026-06-14,78
CUST001387,DVC-90c718160f,IOS,Y,2024-07-30,2026-08-26,5
CUST001388,DVC-5a55147701,ANDROID,Y,2025-08-20,2026-08-28,3
CUST001388,DVC-628a35ce7d,WEB,N,2025-02-28,2026-07-20,42
CUST001389,DVC-8aaa47be23,ANDROID,Y,2026-03-29,2026-08-26,5
CUST001390,DVC-a0f331b660,IOS,Y,2024-10-10,2026-08-28,3
CUST001391,DVC-9429395f7c,ANDROID,Y,2025-07-27,2026-08-31,0
